formula,Property band_gap,Property band_gap units,Property SMILES
Na$_{2}$Co(Si$_{2}$O$_{5}$)$_{2}$,3.0632000000000006,eV/atom,
Ho$_{2}$Sn$_{2}$O$_{7}$,2.6917,eV/atom,
CoCu$_{2}$SnSe$_{4}$,0.0,eV/atom,
Ce$_{2}$Zn$_{2}$Ni$_{5}$,0.01049999999999951,eV/atom,
BaAl$_{2}$(PO$_{5}$)$_{2}$,2.6121999999999996,eV/atom,
KNb$_{5}$O$_{13}$,2.3545000000000003,eV/atom,
FeH$_{10}$N$_{2}$Cl$_{5}$O,2.1988,eV/atom,
Mn$_{2}$CrSbO$_{6}$,1.7798999999999996,eV/atom,
Nd$_{2}$Sn$_{2}$O$_{7}$,2.6641000000000004,eV/atom,
Sr$_{8}$Al$_{7}$,0.0,eV/atom,
TaAsPCl$_{13}$,2.6094,eV/atom,
MgH$_{10}$SO$_{9}$,4.9785,eV/atom,
La$_{2}$AlNi$_{9}$H,0.0,eV/atom,
Eu$_{2}$Ga$_{3}$Ir,0.0,eV/atom,
NbAg$_{2}$(PS$_{4}$)$_{2}$,1.6183,eV/atom,
Cd$_{2}$Os(CN)$_{6}$,2.5374,eV/atom,
Ca$_{5}$(ReO$_{6}$)$_{2}$,2.1161000000000003,eV/atom,
LaBr,0.0,eV/atom,
Ba$_{2}$B$_{5}$ClO$_{9}$,5.2417,eV/atom,
Sr$_{4}$PdO$_{6}$,1.6164,eV/atom,
K$_{2}$Re$_{3}$C$_{2}$Se$_{5}$N$_{2}$,1.2751000000000001,eV/atom,
Fe$_{4}$Sn(CO)$_{16}$,2.4478,eV/atom,
InAgTe$_{2}$,0.06529999999999969,eV/atom,
Mn$_{7}$FeCl$_{3}$O$_{10}$,0.9382000000000001,eV/atom,
Ce(Mo$_{3}$S$_{4}$)$_{2}$,0.20500000000000007,eV/atom,
Mn$_{2}$InC$_{10}$ClO$_{10}$,2.454,eV/atom,
ZrSiS,0.0,eV/atom,
B$_{9}$H$_{8}$S,4.156,eV/atom,
Bi$_{2}$(SeO$_{3}$)$_{3}$,3.3926999999999996,eV/atom,
EuSnPd,0.0,eV/atom,
NbSi$_{2}$,0.0,eV/atom,
ScS,0.0,eV/atom,
Er$_{3}$Ge$_{4}$,0.0,eV/atom,
EuSe,0.0,eV/atom,
FeSb$_{2}$C$_{6}$(OF$_{2}$)$_{6}$,4.6082,eV/atom,
ThCoC$_{2}$,0.0,eV/atom,
Hf$_{3}$Rh$_{5}$,0.0,eV/atom,
ZrRu$_{2}$,0.0,eV/atom,
BaH$_{2}$I$_{2}$O$_{7}$,3.6479,eV/atom,
Ta$_{4}$O,0.0,eV/atom,
CsCrH$_{18}$Br$_{2}$N$_{6}$(ClO$_{4}$)$_{2}$,3.5666,eV/atom,
CdInS$_{2}$,0.0,eV/atom,
Yb(SiPt)$_{2}$,0,eV/atom,
Ba(TmTe$_{2}$)$_{2}$,0.7841,eV/atom,
Sr$_{2}$H$_{3}$NO$_{6}$,2.9549,eV/atom,
K$_{2}$FeCu(CN)$_{6}$,0.5028,eV/atom,
Ta$_{4}$Te$_{9}$I$_{4}$O,0.38119999999999976,eV/atom,
Cr$_{2}$Se$_{3}$,0.0,eV/atom,
Zr$_{2}$P$_{2}$O$_{9}$,4.1075,eV/atom,[Zr+4].[Zr+4].O=P([O-])([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])[O-]
K$_{3}$Nb$_{7}$O$_{19}$,2.1043000000000003,eV/atom,
CdI$_{2}$,2.355,eV/atom,
Zr$_{7}$Ni$_{10}$,0.0,eV/atom,
Nd$_{3}$PbC,0.013399999999999856,eV/atom,
TaRu,0.0,eV/atom,
CsNbO$_{3}$,3.319,eV/atom,
Sb$_{4}$OsC$_{6}$(O$_{3}$F$_{11}$)$_{2}$,4.434,eV/atom,
Ca$_{3}$(AlN$_{2}$)$_{2}$,2.1954000000000002,eV/atom,
VN,0.0,eV/atom,
TaS$_{2}$,0.0,eV/atom,
Gd$_{2}$AlCo$_{2}$,0.0,eV/atom,
CdI$_{2}$,2.3691000000000004,eV/atom,
XeN$_{2}$(OF$_{4}$)$_{2}$,2.1924,eV/atom,
VCl$_{2}$,1.2546000000000004,eV/atom,
Ce$_{7}$(GePd$_{2}$)$_{2}$,0.0,eV/atom,
La$_{3}$(TaN$_{3}$)$_{2}$,0,eV/atom,
TmSn$_{3}$,0.0,eV/atom,
Rb$_{2}$NaMn(CN)$_{6}$,0.0,eV/atom,
RbFe$_{2}$Se$_{3}$,0.0,eV/atom,
ZrTe$_{3}$,0.0,eV/atom,
Tm$_{6}$Al$_{7}$Cu$_{16}$,0.0,eV/atom,
Al$_{2}$(WO$_{4}$)$_{3}$,4.5569,eV/atom,
Ce$_{4}$(SiS$_{4}$)$_{3}$,0.0,eV/atom,
PuTe$_{2}$,0.0,eV/atom,
LiCdCoF$_{6}$,0.0,eV/atom,
NbH$_{2}$,0.0,eV/atom,
Rb$_{2}$Cu$_{2}$(MoO$_{4}$)$_{3}$,0.5535,eV/atom,
Zn$_{2}$As$_{2}$PbO$_{10}$,0.0,eV/atom,
LiInO$_{2}$,1.8142999999999998,eV/atom,
Ba$_{14}$Na$_{14}$CaN$_{6}$,0.0,eV/atom,
Na$_{4}$Ga$_{3}$Si$_{3}$ClO$_{12}$,4.1073,eV/atom,
Na$_{2}$MgSi$_{5}$O$_{12}$,4.8278,eV/atom,
NiGe$_{2}$,0.018199999999999328,eV/atom,
SmRh$_{2}$,0.0,eV/atom,
NaCr$_{2}$In(H$_{2}$O$_{5}$)$_{2}$,2.7052,eV/atom,
TlCdTe$_{2}$,0.0,eV/atom,
LaLuO$_{3}$,4.452500000000001,eV/atom,
NbSbF$_{10}$,4.3499,eV/atom,
Nb$_{3}$Fe,0.0,eV/atom,
Os,0.0,eV/atom,
Sb$_{2}$H$_{8}$Pt(OF$_{3}$)$_{4}$,1.9862000000000002,eV/atom,
LaBO$_{3}$,4.0196,eV/atom,
Gd$_{2}$CdPd$_{2}$,0.0,eV/atom,
GdBi$_{2}$ClO$_{4}$,0.8529,eV/atom,
Zr$_{6}$Al$_{2}$Co,0.0,eV/atom,
CsScP$_{2}$(HO$_{4}$)$_{2}$,4.8328999999999995,eV/atom,
Ba$_{4}$LiCu(CO$_{5}$)$_{2}$,0.9264999999999999,eV/atom,
U$_{2}$MoO$_{8}$,0.0,eV/atom,
Sc$_{57}$Rh$_{13}$,0.0,eV/atom,
SbPdS,0.0,eV/atom,
NdF$_{3}$,7.6164000000000005,eV/atom,
ZrAg,0.0,eV/atom,
Si(PH$_{2}$)$_{4}$,3.9290000000000003,eV/atom,PPPP[SiH3]
YBi$_{2}$BrO$_{4}$,1.3350000000000004,eV/atom,
Tm$_{3}$SnC,0.11080000000000023,eV/atom,
YbSnPd,0.0,eV/atom,
CaZrSi$_{2}$O$_{7}$,4.5532,eV/atom,
LiIO$_{3}$,3.6546000000000003,eV/atom,
CaBiAu,0.0,eV/atom,
Sc$_{3}$TlB,0.0,eV/atom,
GdP$_{5}$,0.19890000000000008,eV/atom,
LiEu$_{4}$C$_{3}$(IN$_{2}$)$_{3}$,0.4205999999999994,eV/atom,
Pr(BOs)$_{2}$,0.0,eV/atom,
Hf$_{2}$Bi,0.0,eV/atom,
SrNi$_{2}$P$_{2}$(H$_{2}$O$_{5}$)$_{2}$,3.8951,eV/atom,
RuO$_{2}$,0.0,eV/atom,
KNa(BH$_{4}$)$_{2}$,6.3934999999999995,eV/atom,
Li$_{2}$ZnGe,0.0,eV/atom,
B$_{2}$H$_{10}$C$_{2}$NClO$_{3}$,4.0016,eV/atom,
SmGaPt,0.0,eV/atom,
Ce$_{5}$Ge$_{2}$Rh,0.004099999999999326,eV/atom,
Sc$_{11}$Ir$_{4}$,0.0,eV/atom,
Ba(CO)$_{4}$,2.5917,eV/atom,
RbAu,0.37140000000000006,eV/atom,
CaMgUH$_{24}$C$_{3}$O$_{23}$,2.3204,eV/atom,
PrInAu,0.0,eV/atom,
Tl$_{7}$Sb$_{2}$,0.0,eV/atom,
Nd$_{2}$Mo$_{4}$O$_{15}$,2.5664999999999996,eV/atom,
Cs$_{2}$ZnH$_{12}$(SO$_{7}$)$_{2}$,5.1596,eV/atom,
Sr$_{2}$ZrCoO$_{6}$,0.0,eV/atom,
TiFeSi,0.0,eV/atom,
CsMnO$_{4}$,2.2208,eV/atom,
Gd$_{3}$Pd$_{2}$,0.018299999999999983,eV/atom,
EuCdGe,0.0,eV/atom,
Li$_{4}$CO$_{4}$,4.6576,eV/atom,
KCa$_{2}$P$_{4}$H$_{9}$O$_{17}$,5.3696,eV/atom,
RbCuPO$_{4}$,0.0,eV/atom,
K$_{3}$ErH$_{9}$(C$_{3}$O$_{7}$)$_{2}$,0.30590000000000006,eV/atom,
MgCrF$_{6}$,1.5334000000000003,eV/atom,
Na$_{2}$Si$_{2}$O$_{5}$,4.4498,eV/atom,
SrVZnP$_{2}$O$_{9}$,2.4493,eV/atom,
GeBi$_{4}$Te$_{7}$,0.5721000000000007,eV/atom,
GdPO$_{4}$,3.2668,eV/atom,
UB$_{2}$Os$_{3}$,0.0,eV/atom,
KSnSe$_{2}$,0.0,eV/atom,
Ca$_{11}$(CN$_{5}$)$_{2}$,0.7760000000000002,eV/atom,
LaGa$_{2}$Ni,0.0,eV/atom,
Ca$_{51}$W$_{12}$N$_{56}$O$_{3}$,1.7094,eV/atom,
Na$_{4}$H$_{2}$RuN$_{6}$O$_{13}$,2.1724,eV/atom,
NiTe,0.0,eV/atom,
KNaPrNbO$_{5}$,3.4049,eV/atom,
H$_{4}$CN$_{2}$O,3.5795000000000003,eV/atom,O=C([O-])[O-].NC(N)=[NH2+].NC(N)=[NH2+]
Rb$_{2}$Li$_{14}$Pb$_{3}$O$_{14}$,2.0836,eV/atom,
K$_{2}$OsCBr$_{5}$O,0.5206,eV/atom,
TlBSe$_{3}$,0.9044000000000003,eV/atom,
Rb$_{3}$Mn$_{2}$Br$_{7}$,1.1275,eV/atom,
O$_{2}$,1.2922000000000002,eV/atom,
Li$_{2}$MgMn$_{3}$O$_{8}$,1.8867,eV/atom,
V$_{2}$Cu(PO$_{5}$)$_{2}$,0.0,eV/atom,
BaYMn$_{2}$O$_{6}$,0.0,eV/atom,
Pt$_{3}$O$_{4}$,0.0,eV/atom,
LaSnPd,0.0,eV/atom,
Cs$_{2}$Li$_{2}$B$_{2}$P$_{4}$O$_{15}$,5.4224000000000006,eV/atom,
K$_{2}$NaFeF$_{6}$,4.0922,eV/atom,
LaP$_{3}$H$_{8}$O$_{7}$,4.8244,eV/atom,
V$_{4}$GeS$_{8}$,0.024099999999999788,eV/atom,
DyB$_{2}$Ru$_{3}$,0.0,eV/atom,
Y(IO$_{3}$)$_{3}$,3.4466,eV/atom,
PaAs,0.0,eV/atom,
Ho$_{12}$Co$_{7}$,0.0,eV/atom,
BaH$_{4}$(BrO)$_{2}$,4.3426,eV/atom,
CeGa$_{3}$Pd$_{2}$,0.0,eV/atom,
Ba$_{8}$V$_{7}$O$_{22}$,0.0,eV/atom,
GeRh$_{2}$,0.0,eV/atom,
BaTiF$_{6}$,4.316000000000001,eV/atom,
CaTe,1.6189,eV/atom,
Sc$_{3}$(CuGe)$_{4}$,0.0,eV/atom,
NaN$_{3}$,4.0245,eV/atom,
ZrGe,0.0,eV/atom,
LaNiO$_{2}$,0.12420000000000009,eV/atom,
K$_{2}$V$_{3}$P$_{4}$O$_{17}$,1.6882,eV/atom,
SmCrO$_{3}$,1.7362000000000002,eV/atom,
Cu$_{3}$SbS$_{4}$,0.0,eV/atom,
PrGaO$_{3}$,0.0,eV/atom,[Pr+3].O=C([O-])C1=CC(O)=C(O)C(O)=C1.O=C([O-])C1=CC(O)=C(O)C(O)=C1.O=C([O-])C1=CC(O)=C(O)C(O)=C1
FeSe,0.0,eV/atom,
AsSXeNF$_{10}$,2.9772000000000003,eV/atom,
CaH$_{2}$(CO$_{2}$)$_{2}$,4.6455,eV/atom,
V(NCl$_{3}$)$_{2}$,0.0,eV/atom,
AgBr,0.7306000000000001,eV/atom,
RbTaN$_{2}$,2.4442000000000004,eV/atom,
Eu(Ni$_{3}$S$_{4}$)$_{2}$,0.0,eV/atom,
CsCuP$_{3}$H$_{8}$O$_{13}$,0.788,eV/atom,
EuBi$_{2}$,0.0,eV/atom,
CoPH$_{6}$NO$_{5}$,2.8378999999999994,eV/atom,
ErCrB$_{4}$,0.17039999999999988,eV/atom,
Na$_{6}$MnSe$_{4}$,1.1356000000000002,eV/atom,
HoCd$_{2}$,0.0,eV/atom,
K$_{2}$H$_{2}$IrCl$_{5}$O,1.8583000000000003,eV/atom,
Rb$_{2}$Se,1.7968,eV/atom,
Na$_{4}$Cu(AsO$_{4}$)$_{2}$,0.6881000000000002,eV/atom,
Hg$_{5}$Au$_{6}$,0.0,eV/atom,
LiGaGe,0.0,eV/atom,
La$_{3}$AlVS$_{7}$,0.0,eV/atom,
Na$_{6}$Mo$_{10}$O$_{33}$,3.0505,eV/atom,
Mn$_{2}$AlV,0.0,eV/atom,
TbCl$_{3}$,4.3206,eV/atom,
Nd$_{6}$In$_{22}$Pt$_{13}$,0.0,eV/atom,
KVF$_{3}$,2.0744000000000002,eV/atom,
Cs$_{2}$LiVS$_{4}$,1.6639000000000002,eV/atom,
Np(CoGe)$_{2}$,0.0,eV/atom,
Ba$_{2}$La$_{2}$Mn(WO$_{6}$)$_{2}$,1.5055000000000005,eV/atom,
Ca$_{2}$NiOsO$_{6}$,0.0,eV/atom,
LaRuO$_{3}$,0.008000000000000007,eV/atom,
K$_{3}$TiO$_{4}$F$_{3}$,2.536,eV/atom,
Li$_{4}$CO$_{4}$,2.9837,eV/atom,
Pr$_{14}$Si$_{11}$Ni$_{6}$,0.0,eV/atom,
SmMnO$_{3}$,0.2744,eV/atom,
HoSiPd$_{2}$,0.0,eV/atom,
Al,0.0,eV/atom,
CoPt,0.0,eV/atom,
Yb(Fe$_{2}$Ge)$_{2}$,0.0,eV/atom,
LuFeC$_{2}$,0.0,eV/atom,
BaDy$_{2}$MnO$_{5}$,1.6966999999999999,eV/atom,
Sr$_{2}$TmNbO$_{6}$,2.8576999999999995,eV/atom,
CaNi$_{5}$,0.0,eV/atom,
Th$_{6}$Mg$_{23}$,0.0,eV/atom,
CdCu$_{2}$GeSe$_{4}$,0.05410000000000004,eV/atom,
HfRu,0.0,eV/atom,
CaSiO$_{3}$,3.6537999999999995,eV/atom,
YBPt$_{2}$,0.0,eV/atom,
BaF$_{3}$,0.8828,eV/atom,
LaBi$_{2}$IO$_{4}$,1.2324000000000002,eV/atom,
NiPt,0.0,eV/atom,
LiP$_{7}$,1.6526999999999998,eV/atom,
Cu$_{3}$Se$_{2}$(ClO$_{3}$)$_{2}$,0.10180000000000011,eV/atom,
Rb$_{2}$MoSeO$_{6}$,3.1275,eV/atom,
Na$_{3}$N,0.0,eV/atom,
Cu$_{5}$Sn$_{4}$,0.013099999999999667,eV/atom,
Ba(BiPd)$_{2}$,0.0,eV/atom,
ErZnNi,0.0,eV/atom,
Bi$_{2}$(PSe$_{3}$)$_{3}$,1.4152,eV/atom,
ZnSe$_{2}$O$_{5}$,3.0412999999999997,eV/atom,
Ho(Mo$_{3}$Se$_{4}$)$_{2}$,0.0,eV/atom,
Gd$_{2}$Ni$_{17}$,0.0,eV/atom,
Ba$_{2}$MnS$_{3}$,1.1094999999999997,eV/atom,
CeRh,0.0,eV/atom,
Fe$_{3}$P$_{2}$(H$_{2}$O$_{3}$)$_{4}$,3.7133000000000003,eV/atom,
LaGaPt,0.0,eV/atom,
NbCl$_{4}$,1.0765,eV/atom,
Np(Al$_{2}$Fe)$_{4}$,0.0,eV/atom,
Sc$_{2}$Co$_{3}$Si,0.0,eV/atom,
DyAl$_{3}$,0.0,eV/atom,
Sc$_{6}$AgTe$_{2}$,0.0,eV/atom,
BaNdGaO$_{4}$,3.7329999999999997,eV/atom,[Ba+2].[Nd+3].O=C([O-])C1=CC(O)=C(O)C(O)=C1.O=C([O-])C1=CC(O)=C(O)C(O)=C1.O=C([O-])C1=CC(O)=C(O)C(O)=C1.O=C([O-])C1=CC(O)=C(O)C(O)=C1.O=C([O-])C1=CC(O)=C(O)C(O)=C1
Zr$_{9}$S$_{2}$,0.0,eV/atom,
TaN$_{2}$,0.0,eV/atom,
Mn(GaSe$_{2}$)$_{2}$,0.8566,eV/atom,
La$_{5}$CoRe$_{3}$O$_{16}$,0.018500000000000405,eV/atom,
MgIr$_{2}$,0.0,eV/atom,
Sn$_{4}$Ir,0.0,eV/atom,
InFeBr$_{3}$,0.0,eV/atom,
Sc$_{7}$CI$_{12}$,0.0,eV/atom,
AlNF$_{4}$,0.0,eV/atom,
DySe,0.0,eV/atom,
PrCoC$_{2}$,0.0,eV/atom,
SiO$_{2}$,5.7065,eV/atom,
KBaVO$_{4}$,3.979,eV/atom,
La$_{2}$Bi,0.0,eV/atom,
AsS$_{4}$N$_{4}$F$_{5}$,1.7121,eV/atom,
Tm$_{3}$Sb,0.0,eV/atom,
FeSe,0.0,eV/atom,
Tb$_{2}$TeO$_{2}$,1.1715,eV/atom,
Sr$_{5}$Mn$_{5}$O$_{13}$,0.0,eV/atom,
V$_{2}$N$_{4}$O$_{11}$,0.6568,eV/atom,
KRb$_{2}$YF$_{6}$,6.383100000000001,eV/atom,
Th(MnSi)$_{2}$,0.0,eV/atom,
BaLa$_{2}$FeS$_{5}$,0.0,eV/atom,
CdP$_{2}$(HO)$_{4}$,4.3757,eV/atom,
KHo(PO$_{3}$)$_{4}$,5.3316,eV/atom,
LiH$_{20}$C$_{8}$ClO$_{4}$,4.9222,eV/atom,[Li+].[Cl-].O(C)CCOC.O(C)CCOC
Hg$_{4}$As$_{2}$Br$_{3}$,0.7238,eV/atom,
Co$_{3}$Sb$_{4}$(OF)$_{6}$,2.6503000000000005,eV/atom,
KAuS,2.1003000000000003,eV/atom,
Ba$_{2}$UZnO$_{6}$,1.7578000000000005,eV/atom,
HoGa$_{2}$,0.0,eV/atom,
K$_{3}$P$_{11}$,1.93,eV/atom,
Be(PO$_{3}$)$_{2}$,6.026,eV/atom,
Bi$_{2}$S$_{3}$,1.3617999999999997,eV/atom,
CaBi$_{2}$(CO)$_{2}$,0.0,eV/atom,
Ca(CdP)$_{2}$,0.8089,eV/atom,
YInCu$_{4}$,0.0,eV/atom,
ThFe$_{5}$,0.0,eV/atom,
CaSnPt,0.0,eV/atom,
Ga$_{2}$Te$_{2}$Br$_{7}$,1.2944,eV/atom,
LiInSe$_{2}$,1.6234,eV/atom,
VF$_{5}$,2.9917000000000002,eV/atom,
Ca$_{6}$Al$_{7}$O$_{16}$,0.0,eV/atom,
SiO$_{2}$,5.5748,eV/atom,
Ta$_{3}$In$_{2}$Cl$_{9}$,1.2974,eV/atom,
K$_{2}$CuP$_{2}$O$_{7}$,0.2617999999999999,eV/atom,
Nb$_{2}$ZnO$_{6}$,3.2874000000000003,eV/atom,
Co$_{2}$PClO$_{4}$,2.6014,eV/atom,
SrCu$_{2}$SnS$_{4}$,0.3978999999999999,eV/atom,
Li$_{4}$Be$_{3}$P$_{3}$ClO$_{12}$,6.2181999999999995,eV/atom,
NiSb,0.0,eV/atom,
Ca$_{2}$Pb,0.0048000000000003595,eV/atom,
Sc$_{2}$Pt,0.0,eV/atom,
SrMo$_{5}$O$_{8}$,1.4264999999999999,eV/atom,
TmPd,0.0,eV/atom,
Cs$_{2}$Pt$_{3}$Se$_{4}$,1.3432,eV/atom,
Ba$_{5}$As$_{3}$,0.0,eV/atom,
CSCl(OF)$_{3}$,4.6094,eV/atom,
Rb$_{4}$H$_{4}$C$_{3}$O$_{10}$,4.0445,eV/atom,
CuH$_{12}$N$_{2}$(Cl$_{2}$O)$_{2}$,0.6548,eV/atom,
Fe$_{3}$W$_{3}$N,0.0,eV/atom,
YbInRh,0.0,eV/atom,
Na$_{2}$H$_{16}$O$_{9}$,4.533799999999999,eV/atom,
SbAsO$_{5}$,1.7419999999999998,eV/atom,
Mn$_{4}$N,0.0,eV/atom,
KP(HO$_{2}$)$_{2}$,5.333,eV/atom,
SiF$_{4}$,7.7173,eV/atom,
Y$_{2}$(Al$_{3}$Co)$_{3}$,0.0,eV/atom,
Li$_{2}$CrF$_{6}$,1.5229,eV/atom,
ZnH$_{12}$C$_{2}$(N$_{3}$Cl$_{2}$)$_{2}$,4.6886,eV/atom,
Mg$_{16}$Si$_{7}$HO$_{32}$,0.0,eV/atom,
InRe$_{2}$C$_{10}$BrO$_{10}$,2.3813,eV/atom,
Cs$_{2}$Cr(NO$_{3}$)$_{5}$,2.7168,eV/atom,
TiCoP,0.0,eV/atom,
NiGePt$_{2}$,0.0,eV/atom,
ZrAl$_{3}$,0.0,eV/atom,
CsAuCl$_{3}$,0.0,eV/atom,
TiAlCu$_{2}$,0.0,eV/atom,
Y(PRu)$_{2}$,0.0,eV/atom,
V$_{3}$(Bi$_{3}$O$_{8}$)$_{2}$,2.1746000000000003,eV/atom,
InH$_{5}$(NF)$_{2}$,3.5032,eV/atom,
Cs$_{2}$Pt,1.6768,eV/atom,
SmCo$_{5}$,0.0,eV/atom,
Cs$_{2}$MgCl$_{4}$,4.9974,eV/atom,
CrNi$_{3}$,0.0,eV/atom,
DyBr$_{2}$,0.0,eV/atom,
PbS,0.8872999999999998,eV/atom,
ZrN,0.0,eV/atom,
CuTe$_{2}$Br,0.7393000000000001,eV/atom,
ZrPbF$_{6}$,5.0238,eV/atom,
FeH$_{2}$SO$_{5}$,4.1317,eV/atom,
Sr(SnHg)$_{2}$,0.0,eV/atom,
Y$_{3}$Ge$_{13}$Ru$_{4}$,0.0,eV/atom,
Ca$_{11}$Ga$_{7}$,0.0,eV/atom,
MnCrO$_{4}$,1.0087000000000002,eV/atom,
Gd(Al$_{3}$Ni)$_{3}$,0.0,eV/atom,
KBa$_{4}$Au(CO)$_{4}$,2.6467,eV/atom,
KNiF$_{3}$,4.3222000000000005,eV/atom,
Hf$_{2}$Fe,0.0,eV/atom,
Ba$_{2}$DyGaTe$_{5}$,0.40080000000000027,eV/atom,
CeCd$_{2}$Ag,0.0,eV/atom,
EuZn,0.0,eV/atom,
KCaF$_{3}$,6.6469000000000005,eV/atom,
GdInRh,0.0,eV/atom,
KAlP$_{2}$H$_{4}$O$_{9}$,5.2367,eV/atom,
BeI$_{2}$,4.067699999999999,eV/atom,
TlInSe$_{2}$,0.0,eV/atom,
Ba$_{2}$TaInO$_{6}$,3.9438999999999997,eV/atom,
MoC,0.0,eV/atom,
KAlF$_{4}$,6.9091,eV/atom,
CeNiSb$_{3}$,0.0,eV/atom,
H$_{5}$CSN$_{2}$Cl,4.3408,eV/atom,
Ca(Ni$_{2}$B)$_{6}$,0.02340000000000053,eV/atom,
KSmP$_{2}$S$_{7}$,2.6285000000000003,eV/atom,
La$_{4}$Ga$_{2}$O$_{9}$,3.8863,eV/atom,
Cu$_{12}$As$_{4}$S$_{13}$,0.0,eV/atom,
Ca$_{2}$Sb$_{2}$O$_{7}$,0.18710000000000004,eV/atom,
CuTeO$_{3}$,0.0,eV/atom,
U$_{5}$Ge$_{4}$,0.0,eV/atom,
Sc$_{5}$Si$_{3}$,0.0,eV/atom,
Zn$_{3}$As$_{2}$,0.0,eV/atom,
Na$_{2}$PtO$_{3}$,1.4682000000000004,eV/atom,
Ho$_{3}$Ge$_{3}$Ir$_{2}$,0.0,eV/atom,
Tl$_{2}$(ReSe$_{2}$)$_{3}$,0.9673999999999996,eV/atom,
TaSe$_{2}$,0.0,eV/atom,
Rh$_{4}$Pb$_{5}$,0.0,eV/atom,
Be$_{4}$N$_{6}$O$_{19}$,3.5718,eV/atom,
Gd$_{3}$Co$_{11}$B$_{4}$,0.0,eV/atom,
NbCoB$_{2}$,0.0,eV/atom,
MnB$_{4}$,0.0,eV/atom,
CsCrP$_{2}$S$_{7}$,1.1332,eV/atom,
Ti$_{2}$P$_{4}$H$_{9}$C$_{2}$NO$_{16}$,2.5404,eV/atom,
Hf(Ni$_{2}$As)$_{2}$,0.0,eV/atom,
K$_{5}$H$_{3}$S$_{4}$N$_{2}$O$_{15}$,3.9074,eV/atom,
NaB(HO)$_{4}$,4.873,eV/atom,
Ba$_{5}$Os$_{3}$NO$_{18}$,0.6044999999999998,eV/atom,
BaH$_{8}$PtC$_{4}$(NO)$_{4}$,1.6378,eV/atom,
Fe$_{7}$(PO$_{4}$)$_{6}$,1.4674000000000005,eV/atom,
KLiSO$_{4}$,5.3245,eV/atom,
CePS$_{4}$,0.0754999999999999,eV/atom,
HoC$_{2}$,0.0,eV/atom,
LaNiBN,0.0,eV/atom,
Zr$_{2}$Ag,0.0,eV/atom,
Er(Fe$_{2}$Ge)$_{2}$,0.0,eV/atom,
CaP$_{2}$(HO$_{2}$)$_{4}$,5.0703,eV/atom,[Ca+2].O=P([O-])(O)O.O=P([O-])(O)O
Na$_{2}$Al$_{2}$Si$_{3}$O$_{10}$,4.4468,eV/atom,
SbP$_{2}$SN$_{3}$Cl$_{10}$,1.8197999999999999,eV/atom,
YSnPd,0.0,eV/atom,
Ti(SnO$_{2}$)$_{2}$,1.0812,eV/atom,
SiO$_{2}$,5.5806000000000004,eV/atom,
NbCoSn,0.0,eV/atom,
KSr$_{4}$(BO$_{3}$)$_{3}$,4.173,eV/atom,
SbSCl$_{9}$,1.7553999999999998,eV/atom,Cl[S+](Cl)Cl.Cl[Sb-](Cl)(Cl)(Cl)(Cl)Cl
NdH$_{4}$S$_{2}$NO$_{8}$,5.485600000000001,eV/atom,
Nd(SiIr)$_{2}$,0.0,eV/atom,
CsMnBr$_{3}$,1.2909000000000002,eV/atom,
SiO$_{2}$,5.7038,eV/atom,
V$_{6}$Zn$_{3}$(FeO$_{6}$)$_{4}$,2.1574,eV/atom,
Ni(NF$_{7}$)$_{2}$,2.3025,eV/atom,
NaLuGeO$_{4}$,3.6234,eV/atom,
SbSe$_{9}$Cl$_{7}$,1.0831,eV/atom,
NaCo$_{3}$P$_{3}$(HO$_{6}$)$_{2}$,2.6032,eV/atom,
Te$_{2}$Pb$_{3}$(ClO$_{3}$)$_{2}$,2.6478,eV/atom,
CaTl$_{2}$O$_{4}$,0.04610000000000003,eV/atom,
Er(MnGe)$_{2}$,0.0,eV/atom,
SmFe$_{2}$,0.0,eV/atom,
UCoSi,7.00000000000145E-4,eV/atom,
Zr$_{4}$CuP,0.0,eV/atom,
Li$_{5}$VP$_{2}$(O$_{4}$F)$_{2}$,2.4559,eV/atom,
RbScO$_{2}$,3.3017000000000003,eV/atom,
SbS$_{2}$NCl$_{8}$,1.8083,eV/atom,ClS[N+]SCl.Cl[Sb-](Cl)(Cl)(Cl)(Cl)Cl
LaTiGe$_{3}$,0.0,eV/atom,
CdI$_{2}$,2.3392,eV/atom,
LiBH$_{2}$,0.8638999999999999,eV/atom,
RbCa(FeAs)$_{4}$,0.0,eV/atom,
Sc$_{2}$VB$_{2}$Ir$_{5}$,0.0,eV/atom,
Cd(W$_{3}$Br$_{7}$)$_{2}$,2.0397,eV/atom,
AgAuCl$_{4}$,0.8005,eV/atom,
Na$_{4}$Zr(MoO$_{4}$)$_{4}$,3.6338000000000004,eV/atom,
CaAlH$_{5}$,2.8366000000000002,eV/atom,
SiC,1.9695,eV/atom,
CoH$_{6}$(NCl)$_{2}$,0.23519999999999985,eV/atom,
ZnH$_{4}$(IO$_{4}$)$_{2}$,3.2826,eV/atom,
CuC$_{2}$(NCl$_{2}$)$_{2}$,0.19179999999999975,eV/atom,
MoF$_{3}$,2.9582,eV/atom,
RbBr,3.9219999999999997,eV/atom,
ErNi,0.0,eV/atom,
YbIn$_{4}$Rh,0.0,eV/atom,
KZnPO$_{4}$,3.8873,eV/atom,
