formula,Property band_gap,Property band_gap units,Property SMILES
Nd(CrB$_{3}$)$_{2}$,0.0,eV/atom,
La$_{2}$InNi$_{2}$,0.0,eV/atom,
H$_{8}$C$_{2}$SeS$_{2}$(N$_{2}$Cl)$_{2}$,2.8516999999999997,eV/atom,
Dy(GaFe)$_{6}$,0.0,eV/atom,
NiTe,0.0,eV/atom,
NiH$_{18}$C$_{4}$S$_{6}$(N$_{2}$O)$_{4}$,2.5269,eV/atom,
Ba$_{3}$TaAs$_{3}$O,1.0819,eV/atom,
Ce$_{2}$Si$_{5}$Ir$_{3}$,0.0,eV/atom,
Cu$_{4}$GeS$_{4}$,0.13370000000000015,eV/atom,
RbPO$_{3}$,4.7607,eV/atom,
Cs$_{2}$SiP$_{2}$,1.27,eV/atom,
Hf$_{2}$Cu,0.0,eV/atom,
Li$_{3}$Gd(BO$_{3}$)$_{2}$,3.1614,eV/atom,
Gd$_{2}$Mo$_{4}$O$_{15}$,2.5091,eV/atom,
Co$_{6}$C$_{13}$(SO$_{6}$)$_{2}$,1.6418,eV/atom,
Mn(BMo)$_{2}$,0.0,eV/atom,
ScAgO$_{2}$,2.0645,eV/atom,
TiSe,0.0,eV/atom,
CsPd$_{2}$F$_{5}$,0.25239999999999996,eV/atom,
Cs$_{2}$KMn(CN)$_{6}$,0.0,eV/atom,
Ca$_{3}$ZnGe$_{5}$O$_{14}$,2.4862,eV/atom,
TmFe$_{3}$,0.0,eV/atom,
K$_{2}$EuGeSe$_{5}$,0.20320000000000027,eV/atom,
NdAlAu,0.0,eV/atom,
MnP$_{2}$H$_{4}$O$_{5}$,0.432,eV/atom,
LiPd,0.0,eV/atom,
RbYP$_{2}$O$_{7}$,5.0221,eV/atom,
MgCo$_{3}$C,0.0,eV/atom,
Ba$_{2}$SmCu$_{3}$O$_{7}$,0.0,eV/atom,
MgCdH$_{4}$(N$_{2}$O$_{5}$)$_{2}$,2.5641,eV/atom,
Ba(CoGe)$_{2}$,0.0,eV/atom,
NaVF$_{4}$,2.0363,eV/atom,
Ba$_{3}$(LiSn$_{2}$)$_{4}$,0.0,eV/atom,
TiZnO$_{3}$,2.8321,eV/atom,
ZrPd,0.0,eV/atom,
Na$_{3}$H$_{5}$(CO$_{2}$)$_{4}$,4.4589,eV/atom,
U$_{2}$PtC$_{2}$,0.0,eV/atom,
Y$_{5}$Ga$_{3}$,0.0,eV/atom,
Ca$_{5}$(AlBi$_{3}$)$_{2}$,0.0,eV/atom,
Na$_{5}$Ti$_{2}$Si$_{2}$PO$_{13}$,2.5262000000000002,eV/atom,
SN,0.0,eV/atom,
K$_{2}$ZnBr$_{4}$,3.6745,eV/atom,
Ba$_{2}$Ti$_{6}$O$_{13}$,0.001000000000000334,eV/atom,
AsSe$_{3}$(ClF$_{2}$)$_{3}$,1.9563000000000001,eV/atom,
Pr(IO$_{3}$)$_{3}$,3.3438000000000003,eV/atom,
K$_{2}$Mn$_{3}$V$_{2}$(HO$_{5}$)$_{2}$,1.9512,eV/atom,
ScNiP,0.0,eV/atom,
Sn(CO$_{2}$)$_{2}$,2.6084,eV/atom,[Sn+4].O=C([O-])C(=O)[O-].O=C([O-])C(=O)[O-]
TmInNi,0.0,eV/atom,
BeH$_{8}$(NF$_{2}$)$_{2}$,6.648,eV/atom,
Tl$_{2}$CoP$_{4}$(HO$_{2}$)$_{8}$,3.2759000000000005,eV/atom,[Co+2].[Tl+].[Tl+].O=P([O-])([O-])OP(=O)(O)O.O=P([O-])([O-])OP(=O)(O)O.O.O
FeAs$_{4}$F$_{18}$,3.0698999999999996,eV/atom,
K$_{3}$Bi(PS$_{4}$)$_{2}$,2.0899,eV/atom,
LuBrO,4.3926,eV/atom,
SiH$_{8}$(NF$_{3}$)$_{2}$,6.464599999999999,eV/atom,F[Si-2](F)(F)(F)(F)F.[NH4+].[NH4+]
CsMo$_{6}$Se$_{7}$,0,eV/atom,
Fe$_{3}$NiN,0.0,eV/atom,
U(CoP)$_{2}$,0.0,eV/atom,
DyIn,0.0,eV/atom,
Na$_{4}$Sn$_{2}$H$_{26}$Se$_{6}$O$_{13}$,1.7333,eV/atom,
TbPO$_{4}$,5.478199999999999,eV/atom,
SiP$_{2}$,0.0,eV/atom,
KMgH$_{3}$,2.458,eV/atom,
DyPd$_{3}$,0.0,eV/atom,
Tb(FeGe)$_{6}$,0.0,eV/atom,
K$_{2}$MgSi$_{5}$O$_{12}$,4.484100000000001,eV/atom,
C$_{2}$SClO$_{4}$F$_{3}$,5.053599999999999,eV/atom,O=C(Cl)OS(=O)(=O)C(F)(F)F
Eu$_{2}$Si$_{3}$Pd,0.005700000000000038,eV/atom,
K$_{3}$VCO$_{8}$,2.4059,eV/atom,
NaMgF$_{3}$,6.620699999999999,eV/atom,
Pr(NiP)$_{2}$,0.0,eV/atom,
Nd(MoO$_{2}$)$_{6}$,0.0,eV/atom,
UAl$_{4}$Co,0.0,eV/atom,
NaI(OF)$_{2}$,4.2539,eV/atom,
TbGaPd,0.0,eV/atom,
Rb$_{2}$Mo$_{9}$S$_{11}$,0.0,eV/atom,
Ge$_{3}$(Te$_{3}$As)$_{2}$,0.3445999999999998,eV/atom,
Tm$_{2}$C$_{3}$,0.0,eV/atom,
LuS$_{2}$,0.0,eV/atom,
La$_{2}$MgIrO$_{6}$,0.0,eV/atom,
CeNi$_{3}$,0.0,eV/atom,
Nb$_{3}$Te$_{4}$,0.0,eV/atom,
Ag$_{25}$(BiO$_{6}$)$_{3}$,0.050899999999999945,eV/atom,
HoH$_{3}$,0.05150000000000032,eV/atom,
ScTlTe$_{2}$,0.058100000000000485,eV/atom,
Nb$_{2}$Sn$_{2}$O$_{7}$,0.8633000000000006,eV/atom,
Ca(ZnAs)$_{2}$,0.3873000000000002,eV/atom,
In$_{4}$Au$_{9}$,0.0,eV/atom,
La$_{2}$Si$_{5}$Rh$_{3}$,0.0,eV/atom,
Rb$_{4}$Ta$_{2}$S$_{11}$,1.7127000000000001,eV/atom,
LuB$_{2}$Ru$_{3}$,0.0,eV/atom,
BaRhF$_{6}$,0.0,eV/atom,
Mg$_{3}$Al$_{9}$FeSi$_{5}$,0.0,eV/atom,
YFe$_{12}$,0.0,eV/atom,
SiO$_{2}$,5.4387,eV/atom,
RbTeNO$_{3}$F$_{4}$,3.3838,eV/atom,
Al(CuRe)$_{2}$,0.0,eV/atom,
In$_{2}$(Se$_{2}$O$_{5}$)$_{3}$,3.4656,eV/atom,
SnPd$_{3}$C,0.0,eV/atom,
EuZnSi,0.008399999999999963,eV/atom,
Pd(Se$_{3}$Cl)$_{2}$,1.28,eV/atom,
Li$_{2}$Ce$_{2}$Ge$_{3}$,0,eV/atom,
AlCo$_{3}$,0.0,eV/atom,
Sr$_{2}$N,0.036599999999999966,eV/atom,
Tl$_{2}$SiS$_{3}$,2.3594,eV/atom,
PrInPt$_{4}$,0.0,eV/atom,
U$_{2}$Al$_{3}$Os,0.0,eV/atom,
RbCuO,1.0583,eV/atom,
SmAl$_{3}$,0.0,eV/atom,
NaH$_{5}$S$_{2}$O$_{9}$,0.8792,eV/atom,[Na+].O=S(=O)([O-])O.O=S(=O)([O-])O.[OH3+]
FeSn$_{2}$(CN)$_{6}$,3.5469999999999997,eV/atom,
Zr$_{2}$SnC,0.0,eV/atom,
BiF$_{3}$,3.9561999999999995,eV/atom,
CaNb$_{2}$O$_{4}$,1.2833000000000006,eV/atom,
Zr$_{2}$Ir,0.0,eV/atom,
CaAl$_{2}$Si$_{3}$H$_{6}$O$_{13}$,4.9624,eV/atom,
Ba$_{3}$TbRu$_{2}$O$_{9}$,0.0,eV/atom,
PrH(SeO$_{3}$)$_{2}$,3.5309,eV/atom,
K$_{2}$Si$_{2}$Pb$_{2}$O,0.0,eV/atom,
Li$_{3}$Mo$_{3}$P$_{3}$O$_{17}$,1.8734999999999997,eV/atom,
K$_{2}$Na$_{3}$P$_{3}$O$_{10}$,4.3865,eV/atom,
MgVCuO$_{4}$,1.2941999999999996,eV/atom,
Ba$_{2}$InIrO$_{6}$,0.0,eV/atom,
PbCSNCl,3.1401,eV/atom,
GdB$_{6}$,0.0,eV/atom,
MnSbPt,0.0,eV/atom,
Ce$_{6}$B$_{2}$(CBr)$_{3}$,0.0,eV/atom,
CsAuSe,1.7036999999999998,eV/atom,
Cs$_{2}$NaLaCl$_{6}$,4.6109,eV/atom,
K$_{3}$NaSn$_{3}$Se$_{8}$,1.4211000000000003,eV/atom,
YbSnIr,0.0,eV/atom,
K$_{2}$MgV$_{2}$O$_{7}$,3.6258,eV/atom,
SiO$_{2}$,5.4895,eV/atom,
Tb$_{2}$O$_{3}$,3.9406999999999996,eV/atom,
TiCuSiAs,0.0,eV/atom,
US$_{3}$,0.0,eV/atom,
CdI$_{2}$,2.3769,eV/atom,
NaSr$_{4}$(BN$_{2}$)$_{3}$,1.9682,eV/atom,
Te$_{7}$(OF$_{5}$)$_{6}$,2.3632,eV/atom,
Mn(SbO$_{3}$)$_{2}$,0.5120000000000005,eV/atom,
Sr$_{2}$Cu$_{3}$O$_{5}$,0.0,eV/atom,
SiO$_{2}$,5.359500000000001,eV/atom,
US,0.0,eV/atom,
AlP(H$_{2}$O$_{3}$)$_{2}$,5.408099999999999,eV/atom,
SrIn,0.0,eV/atom,
BaInCo$_{4}$O$_{7}$,0.0,eV/atom,
Ba$_{2}$CeC$_{3}$O$_{9}$F,0.029200000000000337,eV/atom,
AsS,2.0204,eV/atom,
PbS,0.5187000000000004,eV/atom,
LaCuSeO,1.5467999999999993,eV/atom,
PH$_{6}$NO$_{4}$,4.9267,eV/atom,
Nd(PdO$_{2}$)$_{2}$,0.0,eV/atom,
C$_{3}$IN,2.2446,eV/atom,[I-].C[NH+](C)C
Ba$_{2}$Y(CuO$_{2}$)$_{3}$,0.0,eV/atom,
PbS,0.0,eV/atom,
CoPO$_{4}$,1.0287000000000002,eV/atom,
Li$_{5}$VP$_{2}$O$_{9}$,0.0034999999999998366,eV/atom,
MnHO$_{2}$,0.7488999999999999,eV/atom,
BaAl$_{9}$Fe$_{2}$,0.0,eV/atom,
BaFeCuF$_{7}$,0.23059999999999992,eV/atom,
Nd$_{3}$S$_{3}$N,1.5240999999999998,eV/atom,
TlVH$_{6}$SO$_{9}$,2.7835,eV/atom,
DyGaNi,0.0,eV/atom,
Ho$_{2}$Ge$_{5}$Rh$_{3}$,0.0,eV/atom,
ErFe$_{3}$,0.0,eV/atom,
Ca$_{5}$B$_{3}$O$_{9}$F,4.2439,eV/atom,
Sc$_{2}$TlC,0.0,eV/atom,
ZnH$_{12}$C$_{2}$S$_{2}$(N$_{3}$O$_{4}$)$_{2}$,4.6106,eV/atom,[Zn+].O=S(=O)([O-])[O-].NC(N)=[NH2+]
K$_{3}$NaFeCl$_{6}$,0.011299999999999866,eV/atom,
Tm$_{6}$CoBi$_{2}$,0.0,eV/atom,
Li$_{2}$S$_{2}$O$_{7}$,5.5360000000000005,eV/atom,
Hf$_{2}$Co$_{7}$,0.0,eV/atom,
Ba$_{2}$WO$_{5}$,3.1515,eV/atom,
Rb$_{2}$MnF$_{5}$,1.2946,eV/atom,
Mn(PO$_{3}$)$_{3}$,1.1659,eV/atom,
Lu(MnGe)$_{2}$,0.0,eV/atom,
Na$_{2}$H$_{4}$Pt,2.1056,eV/atom,
Ti$_{2}$Cu$_{3}$,0.0,eV/atom,
Y$_{4}$GaCo$_{4}$,9.999999999994458E-4,eV/atom,
RbMgPO$_{4}$,4.490200000000001,eV/atom,
MoP$_{3}$Pb$_{2}$O$_{11}$,3.5617,eV/atom,
V$_{2}$O$_{3}$,0.5625999999999998,eV/atom,
Ba(Ni$_{5}$P$_{3}$)$_{2}$,0.0,eV/atom,
K$_{3}$BiSe$_{3}$,2.0592,eV/atom,
BiSe$_{2}$,0.8895999999999997,eV/atom,
Ti$_{2}$AlCu,0.0,eV/atom,
La(As$_{3}$Os)$_{4}$,0.0,eV/atom,
Sm$_{2}$AlGe$_{3}$,0.0,eV/atom,
InTe,0.0,eV/atom,
Ba$_{2}$VMoO$_{6}$,0.3498000000000001,eV/atom,
FeCu$_{3}$S$_{4}$,0.0,eV/atom,
TiInFe$_{2}$,0.0,eV/atom,
Sr$_{2}$GeS$_{4}$,2.3165000000000004,eV/atom,
ErH,0.0,eV/atom,
BeSiP$_{2}$,1.1498,eV/atom,
InCuS$_{2}$,0.007699999999999818,eV/atom,
MnCoS,0.0,eV/atom,
TlGaSe$_{2}$,0.5609999999999999,eV/atom,
PrBN$_{2}$,2.1062000000000003,eV/atom,
Gd$_{3}$CI$_{3}$,0.0,eV/atom,
DyCuS$_{2}$,1.6324,eV/atom,
Ce$_{5}$Ga$_{3}$,0.0,eV/atom,
K$_{3}$LiP$_{2}$O$_{7}$,4.876,eV/atom,
GdIr$_{3}$,0.0,eV/atom,
Rb$_{4}$CdCl$_{6}$,3.9341,eV/atom,
CsTaGeS$_{5}$,0.9888999999999999,eV/atom,
Na$_{3}$SbH$_{18}$S$_{4}$O$_{9}$,2.2043,eV/atom,
TeAs(SeF$_{3}$)$_{2}$,1.4188,eV/atom,
Ce(FeGe)$_{2}$,0.0,eV/atom,
LaZnSbO,0.0,eV/atom,
SbAsAuF$_{9}$,3.0414,eV/atom,
Tb(P$_{3}$Ru)$_{4}$,0.0,eV/atom,
Sr$_{3}$SiO,0.42959999999999976,eV/atom,
NaZr$_{2}$MnF$_{11}$,4.2206,eV/atom,
BCl,0.9004000000000001,eV/atom,
Bi$_{2}$(PSe$_{3}$)$_{3}$,1.3081,eV/atom,
Ba$_{3}$Y$_{2}$Cu$_{2}$PtO$_{10}$,0.4394,eV/atom,
NpC,0.0,eV/atom,
Sm(SiIr)$_{2}$,0.0,eV/atom,
Na$_{3}$Zn$_{4}$P$_{4}$H$_{4}$NO$_{16}$,3.8467000000000002,eV/atom,
KNaEuNbO$_{5}$,0.06790000000000007,eV/atom,
ErOF,5.1794,eV/atom,
Li$_{3}$NdSb$_{2}$,0.0,eV/atom,
Re$_{3}$C$_{14}$NO$_{16}$,0.11839999999999995,eV/atom,
NdBi$_{2}$BrO$_{4}$,1.2198999999999995,eV/atom,
SrMnGe,0.0,eV/atom,
La$_{2}$AlNi$_{9}$,0.0,eV/atom,
SrLiBO$_{3}$,4.3664,eV/atom,
YInNi,0.0,eV/atom,
CaN$_{2}$,0.0,eV/atom,
ReHgO$_{4}$,2.6922,eV/atom,
Sr(GaAs)$_{2}$,0.1538999999999997,eV/atom,
Re(TeCl$_{6}$)$_{2}$,0.8652,eV/atom,
CsEuCl$_{3}$,0.6267,eV/atom,
TaCl$_{4}$F,3.0922,eV/atom,
TiBr$_{3}$,0.01519999999999988,eV/atom,
Cd$_{2}$P$_{2}$O$_{7}$,2.7107,eV/atom,
UCl$_{3}$,0.0,eV/atom,
H$_{14}$RuS$_{2}$(N$_{2}$O$_{3}$)$_{2}$,2.4349,eV/atom,
Tb$_{2}$MnGa$_{6}$,0.0,eV/atom,
Cd$_{2}$PO$_{4}$F,2.3693,eV/atom,
Ba(HoTe$_{2}$)$_{2}$,0.7850000000000001,eV/atom,
CrSb$_{2}$,0.0,eV/atom,
Pr$_{3}$Ni,0.03819999999999979,eV/atom,
EuMg$_{2}$,0.0,eV/atom,
Ga,0.0,eV/atom,
Rb$_{2}$U$_{5}$(PO$_{7}$)$_{4}$,0.015000000000000013,eV/atom,
SiO$_{2}$,5.5296,eV/atom,
EuSbAu,0.04900000000000038,eV/atom,
Ba$_{17}$Yb$_{16}$Zn$_{8}$Pt$_{4}$O$_{57}$,0.0,eV/atom,
Pr$_{2}$AlCo$_{2}$,0.0,eV/atom,
Sc$_{2}$H$_{6}$(SeO$_{4}$)$_{3}$,4.3805,eV/atom,[Sc+3].[Sc+3].O=[Se](=O)([O-])[O-].O=[Se](=O)([O-])[O-].O=[Se](=O)([O-])[O-].O.O.O
Sc$_{2}$O$_{3}$,3.3899999999999997,eV/atom,
Nd$_{5}$Pb$_{3}$,0.0,eV/atom,
BaPr$_{2}$ZnS$_{5}$,1.1719999999999997,eV/atom,
HoSbPd,0.3921999999999999,eV/atom,
CsPd$_{2}$Cl$_{5}$,1.3553,eV/atom,
CoMo$_{4}$O$_{15}$,0.20099999999999996,eV/atom,
Dy$_{2}$O$_{3}$,3.9974999999999996,eV/atom,
EuMnBi$_{2}$,0.0,eV/atom,
TmRh$_{3}$C,0.0,eV/atom,
TmMn$_{4}$(CuO$_{4}$)$_{3}$,0.0,eV/atom,
Tb$_{7}$Rh$_{3}$,0.0,eV/atom,
Tb$_{3}$Rh,0.0,eV/atom,
K$_{3}$FeSe$_{3}$,0.0,eV/atom,
Co$_{2}$CuGe$_{2}$,0.0,eV/atom,
CNCl,5.8354,eV/atom,N#CCl
MnTl$_{2}$GeTe$_{4}$,0.18649999999999967,eV/atom,
LuSiPt,0.0,eV/atom,
Ca$_{4}$GeN$_{4}$,1.4116,eV/atom,
YbPb$_{3}$,0.0,eV/atom,
Rb$_{2}$GeS$_{3}$,2.2598,eV/atom,
CaAl$_{9}$Co$_{2}$,0.0,eV/atom,
Sr$_{4}$Re$_{2}$NiO$_{12}$,1.866,eV/atom,
FeS,0.0,eV/atom,
Pr$_{7}$BP$_{2}$O$_{17}$,4.6897,eV/atom,
Mg(HO)$_{2}$,4.1796999999999995,eV/atom,
YInAu,0.0,eV/atom,
Ta$_{4}$AlC$_{3}$,0.0,eV/atom,
Rb$_{2}$Mn(Cl$_{2}$O)$_{2}$,0.42690000000000006,eV/atom,
ScGa$_{2}$,0.0,eV/atom,
Sb$_{3}$H$_{18}$C$_{6}$N,3.3747,eV/atom,
Nd$_{2}$MoO$_{6}$,2.6647,eV/atom,
NaSnP,0.5842,eV/atom,
Bi$_{2}$H$_{18}$C$_{3}$(IN)$_{9}$,2.8455999999999997,eV/atom,
Na$_{5}$SiAs$_{3}$,0.7629999999999999,eV/atom,
La$_{2}$MoO$_{6}$,3.6508000000000003,eV/atom,
SrTe$_{3}$O$_{8}$,2.1765,eV/atom,
CsReF$_{8}$,1.7142000000000002,eV/atom,
Mg$_{3}$TiH$_{8}$,0.0,eV/atom,
TlN,0.0,eV/atom,
K$_{2}$CaP$_{2}$O$_{7}$,4.8824000000000005,eV/atom,
CoSb$_{3}$,0.1651000000000007,eV/atom,
Sr$_{2}$UNiO$_{6}$,1.6063999999999998,eV/atom,
K$_{2}$UCr(IO$_{6}$)$_{2}$,2.1162,eV/atom,
Ge$_{4}$Se$_{9}$,1.2221,eV/atom,
SiSnPd$_{5}$,0.0,eV/atom,
ZrCrF$_{6}$,0.0,eV/atom,
Ni$_{5}$Sb$_{2}$,0.0,eV/atom,
PrCrSe$_{3}$,0.0,eV/atom,
Li$_{4}$GeO$_{4}$,4.0961,eV/atom,
AlFe$_{3}$C,0.0,eV/atom,
Ti$_{5}$Re$_{24}$,0.0,eV/atom,
NiSb$_{3}$,0.0,eV/atom,
Dy$_{2}$GeO$_{5}$,3.9954,eV/atom,
Fe,0.0,eV/atom,
ReH$_{12}$C$_{4}$O$_{5}$F,2.968,eV/atom,
GdNiSb,0.3894000000000002,eV/atom,
AlPO$_{4}$,5.6039,eV/atom,
YbIn$_{2}$Pt,0.0,eV/atom,
SiO$_{2}$,5.7187,eV/atom,
BaRh$_{2}$,0.0,eV/atom,
HfRe$_{2}$,0.0,eV/atom,
TaS$_{2}$,0.0,eV/atom,
ZrCd$_{2}$H$_{12}$(O$_{3}$F$_{4}$)$_{2}$,4.4923,eV/atom,
MnS,0.0,eV/atom,
Tm$_{9}$(FeGe)$_{10}$,0.0,eV/atom,
Sm$_{2}$Zr$_{2}$O$_{7}$,3.0741,eV/atom,
RbF,5.5244,eV/atom,
Sb$_{2}$Te$_{2}$O$_{9}$,2.615,eV/atom,
Mg$_{2}$GeS$_{4}$,2.311,eV/atom,
CsTcO$_{4}$,3.4143999999999997,eV/atom,
TaZn$_{2}$,0.0,eV/atom,
Tl$_{2}$CdGeTe$_{4}$,0.351,eV/atom,
Zn$_{2}$(PS$_{3}$)$_{3}$,1.7947000000000002,eV/atom,
VAu$_{4}$,0.0,eV/atom,
BaH$_{4}$(ClO)$_{2}$,5.2435,eV/atom,
NdNi,0.0,eV/atom,
LaBPt$_{3}$,0.0,eV/atom,
Fe$_{12}$PbO$_{19}$,1.1258999999999997,eV/atom,
P$_{4}$Pb$_{3}$O$_{13}$,3.9358,eV/atom,
Na$_{3}$CuO$_{3}$,0.7792000000000001,eV/atom,
Ba$_{6}$Mn$_{5}$O$_{16}$,1.2986000000000004,eV/atom,
H$_{6}$CSN$_{4}$,3.424,eV/atom,S=C(NN)NN
KH$_{4}$O$_{2}$F,5.1821,eV/atom,
FePS,0.49150000000000027,eV/atom,
RbTlO$_{2}$,0.8480999999999996,eV/atom,
BaSr(FeO$_{2}$)$_{4}$,1.8198999999999999,eV/atom,
SrTlVO$_{4}$,3.2379000000000002,eV/atom,
LiFeP,0.0,eV/atom,
KWNClF$_{5}$,3.5069999999999997,eV/atom,
MnAs$_{2}$F$_{12}$,3.9706,eV/atom,
TlCu$_{4}$S$_{3}$,0.0,eV/atom,
K$_{5}$Th(PS$_{4}$)$_{3}$,1.9602,eV/atom,
Rb$_{2}$GaSb$_{2}$,1.0286999999999997,eV/atom,
TePt,0.0,eV/atom,
Rb$_{2}$NaAlF$_{6}$,6.7895,eV/atom,
ScCuSi,0.0,eV/atom,
CuN$_{3}$,1.9548,eV/atom,
BaMg$_{2}$Si$_{2}$O$_{7}$,4.5563,eV/atom,
ReNCl$_{4}$,1.0777,eV/atom,
Cd(InSe$_{2}$)$_{2}$,0.7710999999999997,eV/atom,
OsN,0.0,eV/atom,
Rb$_{2}$SiS$_{3}$,2.8228999999999997,eV/atom,
NiC$_{2}$(SN$_{3}$)$_{2}$,0.0,eV/atom,
YbCuSb$_{2}$,0.0,eV/atom,
Ca$_{5}$(CoN$_{2}$)$_{2}$,0.35029999999999983,eV/atom,
In$_{3}$S$_{4}$,0.0,eV/atom,
Sm(SiOs)$_{2}$,0.0,eV/atom,
USbSe,0.0,eV/atom,
TmWClO$_{4}$,3.5528000000000004,eV/atom,
Fe$_{2}$(TeO$_{3}$)$_{3}$,2.1372000000000004,eV/atom,
SiH$_{18}$C$_{2}$N$_{8}$(OF$_{3}$)$_{2}$,4.9958,eV/atom,F[Si-2](F)(F)(F)(F)F.O.O.NC(=[NH2+])N[NH3+].NC(=[NH2+])N[NH3+]
KSnSO$_{4}$F,3.8905999999999996,eV/atom,
TmAu$_{3}$,0.0,eV/atom,
Sr$_{2}$Cu(SeO$_{3}$)$_{3}$,0.46110000000000007,eV/atom,
RbO$_{3}$,0.8712,eV/atom,
CaZrO$_{3}$,3.2155,eV/atom,
SmZnNi,0.0,eV/atom,
Sr$_{2}$YbRuO$_{6}$,0.0,eV/atom,
UH$_{2}$Se$_{2}$O$_{9}$,0.4764,eV/atom,
Ba$_{2}$Ga$_{2}$S$_{5}$,2.7747,eV/atom,
HoVO$_{4}$,2.7556,eV/atom,
BaCu$_{2}$Si$_{2}$O$_{7}$,0.0,eV/atom,
Sn(NF$_{3}$)$_{2}$,0.0,eV/atom,
KNaSO$_{4}$,4.9597,eV/atom,
KAuF$_{4}$,2.4468,eV/atom,
HfPd$_{3}$,0.0,eV/atom,
Ba$_{2}$InBrO$_{3}$,1.8283000000000005,eV/atom,
Yb(P$_{2}$Rh$_{3}$)$_{2}$,0.0,eV/atom,
NaCoPO$_{4}$,2.9918,eV/atom,
Al$_{2}$ZnTe$_{4}$,1.6250999999999998,eV/atom,
NbPO$_{5}$,2.3831,eV/atom,
ScU$_{3}$Sb$_{5}$,0.0,eV/atom,
V$_{5}$As$_{3}$,0.0,eV/atom,
As$_{2}$Ir,0.8136999999999999,eV/atom,
LaAlAu,0.0,eV/atom,
SmZnGa,0.0,eV/atom,
K$_{2}$SnTe$_{3}$,0.9613,eV/atom,
Ca$_{2}$GaClO$_{8}$,0.11040000000000005,eV/atom,
BaB$_{2}$S$_{3}$O$_{13}$,6.181,eV/atom,
LaGeAu,0.0,eV/atom,
Li$_{2}$MnBr$_{4}$,1.7798000000000003,eV/atom,
CaAlSiHO$_{5}$,5.242800000000001,eV/atom,
HoTiGe,0.0,eV/atom,
CeFe$_{4}$(CuO$_{4}$)$_{3}$,0.0,eV/atom,
Fe$_{2}$NiO$_{4}$,1.3615999999999997,eV/atom,
GdBr$_{3}$,2.2041,eV/atom,
USnIr,0.0,eV/atom,
DyMgAg,0.0,eV/atom,
Li$_{2}$PrO$_{3}$,0.0,eV/atom,
Ca$_{3}$Hg$_{2}$,0.0,eV/atom,
SnMo$_{3}$,0.0,eV/atom,
TlF,3.2045,eV/atom,
Ca$_{2}$Ta$_{2}$O$_{7}$,2.2952,eV/atom,
USbRu,0.0,eV/atom,
RbV$_{5}$S$_{8}$,0.0,eV/atom,
Co$_{3}$Bi(CO)$_{9}$,2.2249,eV/atom,
CdTe,0.0,eV/atom,
Sn(Mo$_{3}$Se$_{4}$)$_{2}$,0.0,eV/atom,
Co,0.0,eV/atom,
InTe,0.0,eV/atom,
C$_{2}$S$_{3}$N$_{2}$,2.6373,eV/atom,
KYbSe$_{2}$,0.0,eV/atom,
Ca$_{2}$Ge,0.3147000000000002,eV/atom,
CeSnPd,0.0,eV/atom,
LiPtF$_{6}$,0.0,eV/atom,
NbFeB,0.0,eV/atom,
Hg$_{3}$(AsO$_{4}$)$_{2}$,0.9868999999999999,eV/atom,
ZrP$_{2}$O$_{7}$,4.0937,eV/atom,
CuTe$_{2}$I,0.8199000000000001,eV/atom,
Sr$_{2}$LiIn(B$_{2}$O$_{5}$)$_{2}$,3.7657999999999996,eV/atom,
MoSeS$_{2}$Cl$_{5}$,2.0114,eV/atom,
K$_{2}$CuH$_{12}$(SO$_{7}$)$_{2}$,0.5616,eV/atom,
ZrP$_{2}$(HO$_{4}$)$_{2}$,4.3746,eV/atom,
MgSc$_{2}$Ru,0.0,eV/atom,
Si$_{2}$Pb$_{3}$O$_{7}$,2.6294,eV/atom,
SiO$_{2}$,5.7313,eV/atom,
K$_{6}$LiFe$_{24}$S$_{26}$Cl,0.0,eV/atom,
NaMn(SiO$_{3}$)$_{2}$,1.0161999999999995,eV/atom,
Ru$_{2}$S$_{4}$Cl$_{13}$,5.000000000000004E-4,eV/atom,
Sm$_{2}$(MnBi$_{2}$)$_{3}$,0.0,eV/atom,
Pr$_{6}$Fe$_{13}$Ge,0.0,eV/atom,
Ba$_{3}$(H$_{6}$Ir)$_{2}$,3.1548000000000003,eV/atom,
ErAlCu,0.0,eV/atom,
TaGeRh,0.0,eV/atom,
TiPd,0.0,eV/atom,
Sr$_{2}$CeIrO$_{6}$,0.0,eV/atom,
Rb$_{2}$YGa(SiO$_{3}$)$_{4}$,4.1384,eV/atom,
KNa$_{2}$Li$_{3}$Fe$_{2}$(Si$_{2}$O$_{5}$)$_{6}$,3.3194,eV/atom,
ErSnRh,0.0,eV/atom,
Cs$_{3}$V$_{2}$Cl$_{9}$,0.0,eV/atom,
SmIn,0.0,eV/atom,
Dy(IO$_{3}$)$_{3}$,3.4305999999999996,eV/atom,
Rb$_{2}$NaHoF$_{6}$,6.5281,eV/atom,
Li$_{3}$AsS$_{3}$,2.2848999999999995,eV/atom,
Te$_{3}$Cl$_{2}$,1.3481999999999998,eV/atom,
NbSe$_{2}$,0.0,eV/atom,
SrH$_{4}$O$_{3}$,4.3444,eV/atom,
KEr(SO$_{4}$)$_{2}$,5.8689,eV/atom,
Ta$_{5}$Sb$_{4}$,0.0,eV/atom,
AuSCl$_{7}$,1.8191,eV/atom,
ZnS,2.0313999999999997,eV/atom,
SeO$_{2}$,3.1316,eV/atom,O=[Se]
NaLiH$_{4}$C$_{2}$O$_{5}$,4.616300000000001,eV/atom,
